Data,Sucesso,Beta0,Beta1,Beta2,Beta3,Tau1,Tau2,Custo,NumTitulos,OutliersRemovidos,UsouPreviousParams,Reotimizado,ErroMensagem
2024-04-23,true,0.09894734690087952,0.00865162912027365,-0.027305973126005918,0.037654951933168396,0.48050000000000004,4.899013153581669,0.8477251185296145,18,0,true,false,
2024-04-24,true,0.11330806483056324,-0.005700416978963547,-0.04362377519521435,-0.007576498325483795,0.5801939606798707,50.0479999999424,1.8212033993733197,18,1,true,false,
2024-04-25,true,0.11395730570887604,-0.006327116876243588,-0.04485403795187568,-0.0229033744626575,0.488984804034602,50.04799999566923,2.0083118639919313,18,1,true,false,
2024-04-26,true,0.10396532063725651,0.0036496153507253053,-0.03454146887170229,0.026436580928748964,0.48050000000000004,3.6627426639361906,1.936795829420677,18,0,true,false,
2024-04-29,true,0.11843227146085199,-0.01083209855502884,-0.05134677657823656,-0.050022274799370055,0.6297440933826822,50.04799999973034,0.75735233315343,17,1,true,false,
2024-04-30,true,0.11572050272795757,-0.008100412060540609,-0.05092572657551594,-0.02385902647735327,0.5624781160809663,50.04799999995753,1.3995866373763561,18,0,true,false,
2024-05-01,false,,,,,,,,0,0,false,false,Dados insuficientes (<3 títulos)
2024-05-02,true,0.08357482168721908,0.023585431293695853,0.23867090535136268,-0.2004,2.791921346682459,1.9520000000000002,6.442140477950705,18,1,true,false,
2024-05-03,true,0.12651591076551139,-0.018963477363720317,-0.06060411912040622,-0.11843773472473236,0.7746247626209831,50.04799999286296,1.9780545374389509,18,1,true,false,
2024-05-06,true,0.08610167353807475,0.021496396239685012,-0.019010675535949,0.07688014622485158,0.48050000000000004,4.49988905399879,0.8479006732466167,18,1,true,false,
2024-05-07,true,0.09388364110006664,0.01371494483461803,-0.024699388411208667,0.051653127727108845,0.48050000000000004,4.668818100742598,1.0204083833043056,18,1,true,false,
2024-05-08,true,0.10119455794528832,0.006412852278459318,-0.031033956401836486,0.0289561189781016,0.48050000000000004,5.284268940968265,1.378563575482119,17,0,true,false,
2024-05-09,true,0.11713991288022912,-0.01208905965838553,-0.04310331758205899,-0.0534463391931946,0.6896161279682479,50.047999999999995,2.630028911472471,18,1,true,false,
2024-05-10,true,0.10861504195004272,-0.0035521726907397763,-0.050654475459389274,0.03159644838900735,0.8099792220728267,2.2755668075269955,3.7048448446233913,18,1,true,false,
2024-05-13,true,0.09811931717934463,0.006972066687780503,-0.02414978553465133,0.0452357290300526,0.48050000000000004,4.576827046648633,1.570170659784737,18,0,true,false,
2024-05-14,true,0.0917427630654305,0.013331475574836526,-0.0168091718238099,0.06383893839751893,0.48050000000000004,4.525339140343185,1.4377625904346856,18,1,true,false,
2024-05-15,true,0.12126395452802591,-0.01621782321890341,-0.04507951742188659,-0.08310887699533273,0.7338080528523268,50.047999999999995,2.069178756567964,18,0,true,false,
2024-05-16,true,0.0903626052918712,0.014706295859271117,-0.014927107576722212,0.06342056094901967,0.48050000000000004,4.17306397966109,1.3700915382670933,18,1,true,false,
2024-05-17,true,0.093743670505123,0.011327779560139459,-0.018178630397203053,0.0531906816904652,0.48050000000000004,4.2259735679526,1.8966753836257177,18,0,true,false,
2024-05-20,true,0.09708840390064367,0.007980776670875432,-0.019871666826280072,0.04421573417221712,0.48050000000000004,4.244972558468769,3.4826888722717726,18,0,true,false,
2024-05-21,true,0.18303786754048823,-0.07801383608891349,-0.08720114019716202,-0.2004,0.9978231654627516,8.090642487555183,2.6092852073415513,18,0,true,false,
2024-05-22,true,0.09982135282767089,0.0052567998538995886,-0.0235616426807908,0.037318264710192714,0.48050000000000004,3.945043629936796,2.622047747724408,18,0,true,false,
2024-05-23,true,0.10853895628193935,-0.003447821764016467,-0.03237685379892023,0.013699129183478015,0.48050000000000004,2.472150357178513,3.6069912735501313,17,2,true,false,
2024-05-24,true,0.0992854628806061,0.005779257526322558,-0.021988402025764284,0.03979061505844077,0.48050000000000004,3.722074266656936,3.5339701763861,18,0,true,false,
2024-05-27,true,0.08993818434548768,0.015116686741629129,-0.011621004429756067,0.06628924651880988,0.48050000109373897,3.935877730240473,2.7348442458655455,17,0,true,false,
2024-05-28,true,0.10096833231656172,0.004118489679444657,-0.026012915948619077,0.034617513889436166,0.48050000000000004,3.5923919233245125,2.3087203415671533,17,0,true,false,
2024-05-29,true,0.08875279365323088,0.016287197896741257,-0.010237900574903034,0.06921024131834971,0.4805000000006995,4.31277483949908,3.668403125797379,16,1,true,false,
2024-05-30,false,,,,,,,,0,0,false,false,Dados insuficientes (<3 títulos)
2024-05-31,true,0.10911830002604707,-0.004027444046471805,-0.03406446667300523,0.01623194277477235,0.48050000000000004,2.118157370993852,2.751790792321225,17,2,true,false,
2024-06-03,true,0.09835425498982106,0.00671143326329011,-0.02187086399310328,0.04613321266548867,0.48050000000000004,3.7127027934104744,2.8486530549267424,18,0,true,false,
2024-06-04,true,0.09053649039616724,0.014234272966186765,0.2365253199335054,-0.2004,2.47959587509407,1.9520000000000002,5.281846791744686,18,0,true,false,
2024-06-05,true,0.009710000000000002,0.09401119136336641,-0.027885973169353737,0.2004,18.598467558775965,22.05299229349457,14.018453337416869,18,0,true,false,
2024-06-06,true,0.009710000000000002,0.09416913696326526,0.15901930609058854,-0.025682872416183833,20.019499999999997,50.04799999999998,12.00494252432796,18,1,true,false,
2024-06-07,true,0.0943144870653012,0.010736037633469107,-0.017599440138538966,0.05550015846131518,0.48050000000000004,3.189762841355282,1.9107749672320051,17,2,true,false,
2024-06-10,true,0.009710000000000002,0.0945128511415464,0.24290645414782577,-0.2004,19.94692560600021,50.047999999999995,11.636516016249029,18,0,true,false,
2024-06-11,true,0.009710000000000002,0.09453135471274778,0.23285614735284466,-0.2004,15.119901993205561,48.407509754132406,8.634755003684953,17,2,true,false,
2024-06-12,true,0.009710000000000002,0.09451552181604399,0.23225115605741015,-0.2004,15.303349908399898,49.31972158454979,7.5384077707211645,18,0,true,false,
2024-06-13,true,0.09494371206971261,0.00982543880736908,0.24001968024205605,-0.2004,2.3059652750648234,1.9520000000000002,6.6240734478925205,18,1,true,false,
2024-06-14,true,0.009710000000000002,0.09455725859874757,0.24040043109811798,-0.2004,14.562713150380977,46.66718789672422,9.513397831862543,18,0,true,false,
2024-06-17,true,0.009710000000000002,0.09447578492689628,0.23672455152000346,-0.2004,15.24329912667784,48.84503740687865,8.197919596759688,18,1,true,false,
2024-06-18,true,0.009710000000000002,0.094575283730849,0.23327916463562887,-0.2004,14.357012878455743,46.136734879236876,8.155773591717129,18,0,true,false,
2024-06-19,true,0.009710000000000002,0.09462030277005049,0.2353333518963689,-0.2004,13.60018511279064,42.87577530480374,7.402659989912623,18,0,true,false,
2024-06-20,true,0.009710000000000002,0.09461782478854525,0.23450210507147548,-0.2004,13.363253794076304,42.556001505475045,9.500452067076644,18,0,true,false,
2024-06-21,true,0.009710000000000002,0.09447666724659627,0.23311475032604456,-0.2004,14.213470377679782,45.81037362719595,8.248503335242557,18,0,true,false,
2024-06-24,true,0.009710000001813716,0.09445797230687021,-0.12104759959855695,0.2003999999956194,20.019499999720452,12.415064234219768,10.1651629856635,17,0,true,false,
2024-06-25,true,0.08727135475034659,0.017502114014524412,0.24909175759188018,-0.2004,2.4249494174088473,1.9520000000000002,4.821430657711594,18,0,true,false,
2024-06-26,true,0.009710000000000002,0.09450843776545743,0.09360654626130634,0.056877257798057565,11.614562889914481,11.6145475324297,9.385408437330192,18,0,true,false,
2024-06-27,true,0.09070848920031258,0.014084848607080293,0.2466590692936173,-0.2004,2.3668185677849785,1.9520000000000002,6.187901622350367,18,1,true,false,
2024-06-28,true,0.009710000000000002,0.09466901949542375,0.23915748993631467,-0.2004,13.380436992092323,42.44932412481648,8.12725825162587,18,0,true,false,
2024-07-01,true,0.1068211457888814,-0.0020217325371964428,0.2337776290968153,-0.2004,2.2831486992603898,1.9520000000000002,3.9536511008070017,17,0,true,false,
2024-07-02,true,0.009710000000000002,0.09485359289815028,0.27014127185089604,-0.2004,11.398626056366995,37.47436245835963,4.086076615376144,17,0,true,false,
2024-07-03,true,0.009710000000000002,0.09495283345992304,0.28180802069683364,-0.2004,11.580609738246348,34.00283134243664,4.076980010682295,17,0,true,false,
2024-07-04,true,0.009710000000000002,0.09464938813490635,0.2711203277290873,-0.2004,12.760209252935683,40.939118375050846,6.324152819088492,17,1,true,false,
2024-07-05,true,0.009710000000000002,0.09479930792822139,0.2656107428281836,-0.2004,13.977060688699089,45.69421974277968,9.514013665449571,19,0,true,false,
2024-07-08,true,0.009710000000000002,0.09441284913983518,0.2612129149511283,-0.2004,14.342823310303793,46.54017236490664,8.96543478351439,19,1,true,false,
2024-07-09,true,0.12742482644650568,-0.0224137557605005,-0.03702849588168179,-0.08774236702152138,0.6706020654977994,50.047999999999995,2.504051442522359,19,0,true,false,
2024-07-10,true,0.009710000000000002,0.09443249744868507,0.25158463606634357,-0.2004,14.858485013321241,47.50913419990944,9.260507860890113,17,0,true,false,
2024-07-11,true,0.009710000000000002,0.09438171510625484,0.24971812200495572,-0.2004,16.69740057051737,50.04799999999999,7.999336108576662,17,0,true,false,
2024-07-12,true,0.009710000000000002,0.09550189930926287,0.2531916392753187,-0.2004,19.755768563488235,50.047999999999995,72.99636566625408,19,1,true,false,
2024-07-15,true,0.10274579612463702,0.002254188718729678,-0.014846203054172348,0.037841418598902124,0.48050000000000004,3.820461817208073,2.0955361479163264,19,0,true,false,
2024-07-16,true,0.14258096038939524,-0.03751042051033371,-0.046493851519242485,-0.07240687038658473,0.48050000011548427,3.054209787385541,0.9186327051705991,16,2,true,false,
2024-07-17,true,0.009710000000000002,0.09457828383876277,0.25572064527187016,-0.2004,18.24794945435771,50.047999999999995,4.367689027206273,17,1,true,false,
2024-07-18,true,0.009710000000000002,0.09462429167156497,0.26658556654293253,-0.2004,19.236725700914185,50.047999999999995,5.856919446251244,19,0,true,false,
2024-07-19,true,0.009710000000000002,0.09483586288134298,0.2527936044541213,-0.2004,15.664794658843865,48.615931910712675,4.174959509778033,19,0,true,false,
2024-07-22,true,0.1079772208446502,-0.0031174606437681363,0.22428472679138817,-0.2004,2.2208978237852146,1.9520000000000002,1.9278170943427515,18,0,true,false,
2024-07-23,true,0.009710000000000002,0.0948419027188418,-0.09224253027304806,0.2004,20.019499999999997,12.421148424459105,3.0341916526373045,19,0,true,false,
2024-07-24,true,0.07587472338380157,0.028787009338461407,0.22364141666503415,-0.2004,11.201262231583318,20.40741716329176,2.745863199348082,18,0,true,false,
2024-07-25,true,0.009710000000000002,0.09504453731429266,0.14808451164453387,0.10584108286810677,8.809690654837551,50.047999999999995,2.338344637771379,19,0,true,false,
2024-07-26,true,0.08147483250132528,0.023348741534654462,0.02674873336229332,0.0681779589610923,3.7220845670270206,7.371541432013078,3.29787364700934,19,0,true,false,
2024-07-29,true,0.10931007976800529,-0.0044936685177925815,0.013949970768234047,0.02464523010266874,8.709148044851709,2.772651211486392,6.537440984028297,19,0,true,false,
2024-07-30,true,0.04579480395707278,0.058983358759866995,0.0921070647538527,0.2004,4.902299132550839,50.04799933642187,2.1390610906808116,18,0,true,false,
2024-07-31,true,0.13201287532059705,-0.027247518138689596,0.15198364714468984,-0.2004,7.614907359468873,14.036736486982191,1.7698039619104453,18,1,true,false,
2024-08-01,true,0.009710000000000002,0.09505773744995749,0.25476641234838165,-0.2004,12.309418877419983,38.01562206904035,1.5207519630073423,16,3,true,false,
2024-08-02,true,0.009710000003989139,0.09498759126805513,-0.11657871475886869,0.2003999999933665,20.019499999409934,11.23877010746573,2.4559042240059488,19,0,true,false,
2024-08-05,true,0.009710000000000002,0.0948137927269828,0.2457200463202185,-0.2004,15.077260422190554,48.33042953577032,3.1453713968309964,19,0,true,false,
2024-08-06,true,0.10628428571052624,-0.0013834809077302717,0.22079237447027375,-0.2004,2.1648396418731912,1.9520000000000002,1.6324563005843795,18,2,true,false,
2024-08-07,true,0.06617309097598456,0.03865369026496769,0.2124886850307906,-0.2004,12.358432848724869,24.286235563791852,1.3841866318698675,19,0,true,false,
2024-08-08,true,0.03998520897466906,0.06483183036761517,0.07808568860638772,0.2004,5.431330859393968,44.61977516190196,1.4983276912603742,19,0,true,false,
2024-08-09,true,0.0321229611125741,0.07274979946995343,0.03181253474599744,0.2004,2.171423127254266,7.485285865508269,1.4410215803870277,18,1,true,false,
2024-08-12,true,0.06819242890933082,0.03672174212224436,-0.1110379955537367,0.2004,5.393389262263026,6.1045473887232005,2.928050025092672,19,1,true,false,
2024-08-13,true,0.009710000007664902,0.09521633826545284,0.13719903393953073,0.006535949174294807,13.948401826030373,1.952000000023387,1.396200465363775,18,1,true,false,
2024-08-14,true,0.2420985208667089,-0.13717365287930108,-0.3005999999999999,0.11103268103305843,15.778631603391645,7.374003924538739,1.121440025827628,19,0,true,false,
2024-08-15,true,0.033712553513530495,0.0711920370121954,0.03835394316479072,0.2004,1.616493608319466,7.319059535029982,0.8556066877085999,19,1,true,false,
2024-08-16,true,0.18803136031185674,-0.08308845394175372,8.374977676221653e-6,-0.2004,3.243000095317982,10.23975151989496,0.787240752711356,19,0,true,false,
2024-08-19,true,0.03526024763269768,0.06963713405671142,0.04735966955097546,0.2004,1.3785911134194562,7.146666989919263,0.9760722757277155,17,2,true,false,
2024-08-20,true,0.03990436485715379,0.06500012921811221,0.042832407038710905,0.18564631727139314,1.2915480793226333,6.460264930572122,1.3453242504416807,18,0,true,false,
2024-08-21,true,0.11101194688413082,-0.006082557730740768,0.0009930654610842231,-0.0005339281386498291,0.7572633251616125,1.9520000003083025,1.4770216975189518,19,0,true,false,
2024-08-22,true,0.05807815004693112,0.046849464207386345,0.07405297836452601,0.011324037601673168,20.019499999999997,1.9520000000000002,1.333548376402303,19,0,true,false,
2024-08-23,true,0.11470024663716977,-0.00977683281360266,0.0033701591356510513,-0.00862186578444663,1.197051702258944,6.481732602843554,1.3479165561941755,19,0,true,false,
2024-08-26,true,0.03587776846428486,0.06904937943249832,0.0369858410301208,0.2004,1.6752473011947164,7.467467474391153,0.7860490333069979,18,0,true,false,
2024-08-27,true,0.010906882104066836,0.09416184536918558,0.11135602628088939,0.1159033637546626,9.685142567358492,42.66768388363571,0.9242637112831554,19,0,true,false,
2024-08-28,true,0.08481687034158067,0.020113463424640276,0.01917682618682534,0.07679908240080231,0.9016516845283857,5.587822519947024,0.949647136373727,18,1,true,false,
2024-08-29,true,0.09497646537789955,0.009963061800864955,0.016019377655746694,0.048527467484040014,0.8688509689469063,5.621679824766261,0.7595927568396613,19,0,true,false,
